cnpj;nivel_atividade
17092157000197;BAIXO
17131604000170;MEDIO
17153702000108;ALTO
17233012000169;BAIXO
17325775000130;MEDIO
17366137000167;MEDIO
17415098000140;MEDIO
17434321000105;ALTO
17858794000121;BAIXO
17863423000138;ALTO
17987255000192;MEDIO
17994668000102;ALTO
18049378000145;MEDIO
18078339000176;MEDIO
18164326000110;MEDIO
18188627000183;ALTO
18254800000102;MEDIO
18258052000128;MEDIO
18278662000193;BAIXO
18299209000163;MEDIO
18494485000182;ALTO
18509754000137;MEDIO
18532302000176;MEDIO
18535098000147;ALTO
18548713000150;BAIXO
18569303000195;ALTO
18600071000190;MEDIO
18611408000165;MEDIO
18793993000161;MEDIO
18945583000199;MEDIO
18958823000190;MEDIO
18966586000109;MEDIO
18994345000173;MEDIO
19010804000108;MEDIO
19063698000112;ALTO
19069700000160;ALTO
19123582000202;MEDIO
19364445000189;ALTO
19396466000186;MEDIO
19536414000168;ALTO
19669278000184;ALTO
19691626000110;ALTO
19734214000110;BAIXO
19744470000198;MEDIO
19768162000100;MEDIO
19834974000107;BAIXO
19841364000122;BAIXO
19852625000100;ALTO
19853511000184;ALTO
19976610000153;MEDIO
20030514000105;BAIXO
20102891000102;ALTO
20175420000116;MEDIO
20258278000170;ALTO
20292897000181;MEDIO
20326372000110;MEDIO
20381367000100;ALTO
20426893000149;ALTO
20529361000137;MEDIO
20844600000143;ALTO
20883110000156;BAIXO
20941110000165;MEDIO
21095380000165;ALTO
21100044000163;ALTO
21163281000173;MEDIO
21177296000190;BAIXO
21183641000107;BAIXO
21190613000109;MEDIO
21435609000163;MEDIO
21447265000102;MEDIO
21542540000177;MEDIO
21573945000172;ALTO
21701603000190;BAIXO
21757438000199;MEDIO
21771900000102;ALTO
21896518000125;MEDIO
21952549000156;MEDIO
22012435000199;MEDIO
22017579000138;MEDIO
22017962000196;MEDIO
22092412000131;BAIXO
22124955000193;BAIXO
22172110000173;MEDIO
22440788004420;MEDIO
22548005000196;ALTO
22556854000191;ALTO
22617273000112;BAIXO
22649736000128;ALTO
22650892000109;MEDIO
22724783000199;ALTO
22754128000183;ALTO
22796541000100;MEDIO
22804349000119;MEDIO
22825518000105;MUITO BAIXO
22846104000154;MEDIO
22918975000136;MEDIO
23044328000105;MEDIO
23050009000102;MEDIO
23102656000110;MEDIO
23105738000119;BAIXO
23203264000148;ALTO
23352494000179;MEDIO
23361209000186;MEDIO
23364523000112;ALTO
23458345000199;MEDIO
23586997000109;MEDIO
23599477000130;MEDIO
23652958000162;MEDIO
23680581000155;MEDIO
23759724000119;MUITO BAIXO
23806311000148;MEDIO
23838746000174;MEDIO
23980904000126;MEDIO
24020378000115;MEDIO
24056958000162;BAIXO
24214703000180;MEDIO
24286846000106;MEDIO
24340975000127;INATIVO
24369512000198;INATIVO
24372158000150;ALTO
24384889000116;MEDIO
24393123000106;MEDIO
24550313000181;MEDIO
24562237000124;MEDIO
24584677000182;MEDIO
24612966000148;BAIXO
24634932000154;BAIXO
24784575000100;MEDIO
24809693000126;MEDIO
24826426000248;MEDIO
24838903000104;MEDIO
24866102000152;MEDIO
24971233000108;BAIXO
25053657000148;MEDIO
25054199000161;MEDIO
25066919000109;ALTO
25075332000166;ALTO
25101337000116;MEDIO
25104544000124;ALTO
25181522000168;MEDIO
25187455000199;ALTO
25195560000170;BAIXO
25241350000170;MEDIO
25275708000186;BAIXO
25280305000125;MEDIO
25339769000160;MEDIO
25354522000112;INATIVO
25453087000183;BAIXO
25575564000183;MEDIO
26013231000123;MEDIO
26022591000191;MEDIO
26056961000101;MEDIO
26122872000116;MEDIO
26136748000290;MEDIO
26137560000186;BAIXO
26173733000111;MEDIO
26243454000187;MUITO BAIXO
26245596000183;MEDIO
26253535000168;MEDIO
26282801000180;MEDIO
26294655000103;ALTO
26363159000164;MEDIO
26411309000168;MEDIO
26456307000195;MEDIO
26468609000183;BAIXO
26494938000107;MEDIO
26547475000196;BAIXO
26644787000118;ALTO
26673102000161;ALTO
26876635000140;MEDIO
26878457000197;BAIXO
26892785000148;MEDIO
26950445000126;MEDIO
26953277000122;MEDIO
26985110000143;MEDIO
27042495000178;BAIXO
27056910076475;BAIXO
27090634000139;MEDIO
27112658000141;MEDIO
27182843000102;MEDIO
27234393000154;BAIXO
27335951000178;ALTO
27391518000150;BAIXO
27400227000180;BAIXO
27435273000115;MEDIO
27466939000100;MEDIO
27600413000163;MEDIO
27634526000180;ALTO
27761715000113;MEDIO
27767536000193;MEDIO
27781781000155;MEDIO
27883979000140;MEDIO
28011665000209;MEDIO
28031789000167;ALTO
28049220000129;MEDIO
28061559000140;MEDIO
28073132000162;MEDIO
28088645000147;MEDIO
28119604000170;ALTO
28153779000102;MEDIO
28258318000196;ALTO
28285775000170;MEDIO
28314224000197;BAIXO
28421566000106;INATIVO
28450308000158;INATIVO
28476005000104;INATIVO
28567449000155;MEDIO
28572621000169;MEDIO
28583781000103;ALTO
28666330000130;MEDIO
28683635000150;ALTO
28832549000161;ALTO
28853648000120;ALTO
28904906000150;MEDIO
28935622000120;MEDIO
28963877000105;MEDIO
29014363000168;BAIXO
29033452000151;MEDIO
29069501000106;MUITO BAIXO
29198612000112;MEDIO
29254206000120;INATIVO
29314105000105;MEDIO
29319049000193;ALTO
29333941000129;MEDIO
29373474000160;MEDIO
29381378000164;MEDIO
29460464000162;MUITO BAIXO
29479639000183;BAIXO
29484351000105;BAIXO
29521073000100;ALTO
29591956000197;MEDIO
29614621000147;ALTO
29637657000146;MUITO BAIXO
29663455000179;MUITO BAIXO
29676063000144;MEDIO
29719905000106;BAIXO
29742396000124;MEDIO
29755159000106;ALTO
29800891000142;MEDIO
29867093000138;MEDIO
29878027000163;MEDIO
30031560000174;MEDIO
30080745000179;MEDIO
30094114002900;ALTO
30098982000167;MEDIO
30103387000172;BAIXO
30155413000106;MEDIO
30219147000138;MEDIO
30228721000203;ALTO
30306664000144;ALTO
30387024000106;ALTO
30429461000145;ALTO
30540991000166;ALTO
30601210000104;BAIXO
30630942000114;MEDIO
30634832000120;BAIXO
30680496000152;BAIXO
30780779000176;MEDIO
30784478000110;MEDIO
30821793000170;MEDIO
30848150000110;MEDIO
30928893000109;MEDIO
30935363000180;ALTO
30983508000118;MEDIO
31012622000163;MEDIO
31024845000140;INATIVO
31041655000131;MEDIO
31107752000180;MEDIO
31113974000105;ALTO
31162234000169;MEDIO
31189587000152;BAIXO
31376524000105;MEDIO
31395770000104;MEDIO
31424482000130;ALTO
31431900000117;MEDIO
31540288000110;MEDIO
31622878000192;MEDIO
31705805000164;MEDIO
31708151000122;ALTO
31744897000191;MEDIO
31841026000196;BAIXO
31889379000166;ALTO
32010144000115;ALTO
32040543000129;MEDIO
32140908000197;MEDIO
32250408000108;MEDIO
32268951000132;MUITO BAIXO
32289402000144;MEDIO
32304630000146;BAIXO
32322443000195;ALTO
32356690000102;MEDIO
32603972000167;BAIXO
32678849000105;BAIXO
32824301000126;MEDIO
32927424000192;MEDIO
32956851000107;MEDIO
32985917000189;MEDIO
33000172000114;MEDIO
33008841000102;MEDIO
33013877000176;MEDIO
33021040000179;MEDIO
33034990000138;MEDIO
33043557000169;ALTO
33050071000158;ALTO
33067508000166;MEDIO
33106718000116;MEDIO
33161913000149;MEDIO
33200856000160;BAIXO
33213325000101;MUITO BAIXO
33260733000114;MEDIO
33285874000191;MEDIO
33288813000188;MEDIO
33325140000199;ALTO
33335038000174;ALTO
33370272000132;MEDIO
33412081000196;ALTO
33438250016403;ALTO
33445026000100;MEDIO
33449705000140;MEDIO
33468775000145;MEDIO
33470818000127;ALTO
33486284000127;MEDIO
33671032000178;MEDIO
33680264000192;MEDIO
33705136000156;MEDIO
33733846000190;ALTO
33759595000112;ALTO
33800631000144;BAIXO
33827243000157;MEDIO
33914130000199;MEDIO
33926291000100;ALTO
33939937000186;ALTO
33970415000147;MEDIO
33978788000164;BAIXO
34131430000164;BAIXO
34146961000120;ALTO
34189386000143;MEDIO
34225798000191;MEDIO
34252571000135;MEDIO
34317481000185;MEDIO
34333312000139;MUITO BAIXO
34370913000200;MEDIO
34498925000126;ALTO
34515058000190;MEDIO
34546983000188;BAIXO
34547702000101;ALTO
34627305000140;MEDIO
34640861000156;MEDIO
34815854000148;INATIVO
34951991000100;MEDIO
34963588000109;ALTO
34977816000191;MEDIO
34983370000108;ALTO
35120830000137;ALTO
35155893000129;MUITO BAIXO
35171962000198;BAIXO
35360742000102;MEDIO
35404128000286;BAIXO
35406873000183;MEDIO
35412916000133;ALTO
35548291000131;BAIXO
35551607000144;MEDIO
35588587000186;MEDIO
35590227000119;ALTO
35624457000151;MEDIO
35683256000125;ALTO
35689455000140;ALTO
35705227000117;BAIXO
35736158000109;MEDIO
35755215000105;MEDIO
35774577000135;BAIXO
35824395000121;MEDIO
35855665000161;MEDIO
35874930000159;MEDIO
35876980000175;MEDIO
35954127000124;MEDIO
36066000000131;MEDIO
36068990000147;MEDIO
36110123000122;BAIXO
36152590000115;MEDIO
36165943000111;MEDIO
36222070000131;MEDIO
36272339000194;BAIXO
36301447000148;ALTO
36302567000160;ALTO
36347618000170;MEDIO
36363825000118;MEDIO
36368605000187;ALTO
36432764000101;BAIXO
36462652000195;ALTO
36514049000100;MEDIO
36514762000153;MEDIO
36584724000177;MEDIO
36588315000149;MEDIO
36606123000118;MEDIO
36620702000115;MEDIO
36635420000191;ALTO
36639012000108;MEDIO
36678601000103;MEDIO
36710725000110;MEDIO
36720302000181;ALTO
36720351000114;ALTO
36770317000154;ALTO
36777687000113;BAIXO
36850283000108;MEDIO
36854703000124;MEDIO
36921572000150;MEDIO
36952057000138;MEDIO
36978281000107;ALTO
36995044000146;ALTO
37001408000198;MEDIO
37122030000180;MEDIO
37131449000107;ALTO
37139782000154;MEDIO
37142271000191;BAIXO
37204430000135;BAIXO
37256273000101;ALTO
37274219000199;MEDIO
37288626000155;MEDIO
37293745000104;ALTO
37308478000193;ALTO
37308987000116;ALTO
37351603000148;MEDIO
37364342000109;MEDIO
37391525000105;MEDIO
37438868000188;MEDIO
37453838000140;ALTO
37469932000198;MEDIO
37505851000104;ALTO
37507976000165;MEDIO
37533618000127;BAIXO
37646453000108;MEDIO
37663076000107;MEDIO
37669596000127;ALTO
37691351000104;ALTO
37790222000165;BAIXO
37889904000120;MEDIO
37933510000121;MEDIO
37961276000146;BAIXO
37993064000140;ALTO
37999318000138;MEDIO
38020172000108;MEDIO
38124864000198;MEDIO
38137288000113;MEDIO
38149611000179;MEDIO
38160216000197;ALTO
38197766000180;MEDIO
38204234000123;MEDIO
38207835000190;ALTO
38235417000106;BAIXO
38247112000114;BAIXO
38263697000166;MEDIO
38274012000187;BAIXO
38289223000193;MEDIO
38317867000148;MEDIO
38340750000185;ALTO
38362907000173;MEDIO
38406272000169;MEDIO
38434517000161;ALTO
38449322000195;MEDIO
38461172000135;MEDIO
38463950000206;""
38581778000104;ALTO
38946313000100;MEDIO
39155844000147;ALTO
39243887000184;ALTO
39248148000185;ALTO
39292344000157;MEDIO
39305208000154;ALTO
39377968000177;MEDIO
39383546000104;MEDIO
39391202000147;ALTO
39409401000135;MUITO BAIXO
39438979000110;BAIXO
39488932000160;MEDIO
39489247000159;MEDIO
39501134000121;ALTO
39534922000114;MEDIO
39581022000128;ALTO
39616153000101;MEDIO
39651358000110;ALTO
39660338000105;MEDIO
39676783000163;BAIXO
39705939000197;ALTO
39729747000110;MEDIO
39742599000174;MEDIO
39813060000169;MEDIO
39820936000102;ALTO
39842565000151;ALTO
39843674000193;MEDIO
39881821000110;MEDIO
40046365000171;MEDIO
40060656000114;MEDIO
40082767000121;MEDIO
40083533000107;MEDIO
40096705000179;ALTO
40104889000171;ALTO
40161939000152;ALTO
40175406000120;MEDIO
40199915000192;ALTO
40203244000196;MEDIO
40214057000108;MEDIO
40285711000174;BAIXO
40307370000190;MEDIO
40313924000162;MEDIO
40330057000173;MEDIO
40340212000132;ALTO
40365463000171;MEDIO
40392846000139;MEDIO
40405205000171;MEDIO
40411265000105;MEDIO
40431212000148;MEDIO
40546397000136;BAIXO
40575076000160;BAIXO
40605663000154;ALTO
40607800000190;BAIXO
40648264000170;MEDIO
40757677000193;MEDIO
40772029000106;ALTO
40775162000116;ALTO
40781495000158;MEDIO
40826140000138;MEDIO
40843209000131;ALTO
40871695000100;MEDIO
40875128000113;ALTO
40926310000156;MEDIO
40934815000162;MEDIO
40937995000136;MEDIO
40990763000141;MEDIO
41112166000187;MEDIO
41113404000179;MEDIO
41115094000121;ALTO
41140236000100;BAIXO
41151236000106;MEDIO
41196992000151;MEDIO
41299188000106;MEDIO
41303505000102;MEDIO
41366562000130;MEDIO
41382453000107;MEDIO
41410176000107;ALTO
41435888000172;BAIXO
41488619000174;MEDIO
41491314000111;BAIXO
41495063000143;MEDIO
41503626000106;BAIXO
41523380000126;BAIXO
41527871000145;MEDIO
41577642000135;MEDIO
41629702000116;ALTO
41641497000104;ALTO
41645622000154;MEDIO
41656855000152;MEDIO
41668707000158;ALTO
41698904000110;ALTO
41701821000132;BAIXO
41712240000104;MEDIO
41793614000155;MEDIO
41794085000104;MEDIO
41856074000101;MEDIO
41856159000190;MEDIO
41868269000171;MUITO BAIXO
41890597000174;MEDIO
41908421000100;BAIXO
41912483000188;BAIXO
41968582000181;MEDIO
42012219000150;ALTO
42025022000156;MEDIO
42100524000102;MEDIO
42134244000107;ALTO
42134799000159;MEDIO
42147376000173;BAIXO
42150391000170;ALTO
42199913000129;MEDIO
42204758000191;ALTO
42217598000115;MEDIO
42242752000109;MEDIO
42255905000152;MEDIO
42280944000100;BAIXO
42300710000187;MEDIO
42318373000155;MEDIO
42327980000181;MEDIO
42340905000150;ALTO
42381732000119;MEDIO
42382495000100;BAIXO
42397826000186;ALTO
42412444000184;ALTO
42562406000108;MEDIO
42562792000138;MEDIO
42654876000100;MEDIO
42657378000102;MEDIO
42670210000137;MEDIO
42723356000101;BAIXO
42731324000140;MEDIO
42792219000110;MEDIO
42795515000175;MEDIO
42809704000150;ALTO
42817910000101;MEDIO
42822725000105;BAIXO
42842803000133;BAIXO
42851661000170;ALTO
42873635000143;ALTO
42883543000144;MEDIO
42901144000169;MEDIO
42904289000113;ALTO
42906988000100;MEDIO
42931616000126;MEDIO
42964216000117;ALTO
43011401000150;ALTO
43064889000183;ALTO
43068182000145;ALTO
43128723000183;MEDIO
43202277000100;MEDIO
43206752000116;MEDIO
43220171000139;MEDIO
43260015000100;MEDIO
43272033000101;MEDIO
43312350000104;MEDIO
43319326001080;MEDIO
43347940000164;ALTO
43384398000110;ALTO
43420741000134;MEDIO
43429533000104;MEDIO
43438120000188;MEDIO
43443361000115;BAIXO
43457086000199;MEDIO
43470988000165;ALTO
43523391000131;MEDIO
43579240000103;MEDIO
43615131000196;MEDIO
43623114000109;BAIXO
43640883000107;MEDIO
43642043000183;BAIXO
43659487000121;BAIXO
43666089000132;ALTO
43697041000191;ALTO
43735988000140;MEDIO
43737262000146;MEDIO
43777970000100;MEDIO
43797964000115;MEDIO
43809020000110;MEDIO
43819342000140;MEDIO
43878290000183;MEDIO
43898088000113;MEDIO
43911200000109;MEDIO
43951761000131;ALTO
44044291000195;ALTO
44088724000104;MEDIO
44183262000104;ALTO
44197257000150;MEDIO
44264626000180;MEDIO
44272596000154;MEDIO
44361980000123;BAIXO
44454503000102;MEDIO
44466520000160;MEDIO
44562479000125;ALTO
44569861000160;ALTO
44591218000133;MEDIO
44598967000192;MEDIO
44609158000139;BAIXO
44615255000134;MEDIO
44717790000104;ALTO
44772647000107;MEDIO
44801669000158;ALTO
44822610000146;MEDIO
44838942000119;MEDIO
44846567000159;MEDIO
44855115000133;ALTO
44888078000160;MEDIO
44890579000180;MEDIO
44910411000190;MEDIO
44913086000119;MEDIO
44936319000107;ALTO
44951528000111;BAIXO
44958870000143;ALTO
45000053000140;ALTO
45043159000121;ALTO
45049129000122;MEDIO
45172263000116;ALTO
45211111000185;ALTO
45225659000184;MEDIO
45231406000113;MEDIO
45262799000122;MEDIO
45264096000133;BAIXO
45292546000100;MEDIO
45300546000104;MEDIO
45337609000199;MEDIO
45343361000179;MEDIO
45395954000189;BAIXO
45429884000132;BAIXO
45430108000152;MEDIO
45452485000192;ALTO
45481158000169;MEDIO
45484699000140;MEDIO
45536575000161;MEDIO
45542908000165;ALTO
45582689000148;MEDIO
45606627000129;MEDIO
45652452000196;""
45670598000164;""
45682513000168;""
45691392000110;""
45704617000126;""
45708546000130;""
45714333000110;""
45721417000181;""
45752233000189;""
45767721000160;""
45800977000121;""
45852660000139;""
45856121000178;""
45885657000111;""
45888509000150;""
45931413000128;""
45933507000136;""
45941621000108;""
45953192000199;""
45959890000100;""
45985691000168;""
45994521000140;""
46003626000152;""
46029886000105;""
46031562000101;""
46039123000137;""
46083430000115;""
46132584000150;""
46238099000165;""
46240043000145;""
46334417000191;""
46351974000110;""
46359669000175;""
46391287000129;""
46392699000183;""
46396747000101;""
46414622000167;""
46425297000138;""
46439631000102;""
46500141000174;""
46501331000106;""
46510886000114;""
46528773000146;""
46534421000101;""
46585066000191;""
46618996000102;""
46637822000189;""
46641161000165;""
46680494000101;""
46708275000185;""
46717755000102;""
46732025000180;""
46751302000100;""
46758452000138;""
46762152000122;""
46773878000160;""
46774646000127;""
46793318000178;""
46892565000121;""
46909232000168;""
46912816000192;""
46926428000160;""
46928961000161;""
46960791000100;""
47039579000160;""
47044880000161;""
47113781000194;""
47190725000153;""
47226027000160;""
47252380000115;""
47290910000110;""
47321603000159;""
47387583000119;""
47391324000161;""
47396369000129;""
47427322000185;""
47471053000154;""
47472645000190;""
47503418000185;""
47520464000192;""
47533400000126;""
47552830000195;""
47564470000141;""
47592394000188;""
47608895000105;""
47638021000109;""
47655365000118;""
47723654000107;""
47755258000161;""
47768936000120;""
47778703000109;""
47821493000194;""
47841297000181;""
47856097000100;""
47894513000157;""
47907683000129;""
47911809000139;""
47920357000151;""
47988189000136;""
48032977000117;""
48065137000150;""
48103327000115;""
48116055000198;""
48123252000134;""
48161312000103;""
48164350000110;""
48164820000145;""
48186364000134;""
48186497000100;""
48190617000143;""
48202663000115;""
48216288000162;""
48220763000174;""
48247648000193;""
48254326000171;""
48267068000168;""
48288544000127;""
49263189000102;ALTO
51463792001658;MEDIO
51928174000150;ALTO
52252681000189;ALTO
55440929000123;MEDIO
55947774000116;BAIXO
56992423000190;ALTO
60260882000156;MEDIO
60537263071420;MEDIO
60730348000166;ALTO
61079117000105;ALTO
61139432013150;MEDIO
61189288030681;ALTO
61532644000115;ALTO
64016496000174;ALTO
67237644000179;ALTO
68754027000103;MEDIO
69270833001574;MEDIO
70091350000196;MEDIO
70950241003283;MEDIO
71091896000100;ALTO
71806137000186;MEDIO
72447790000169;MEDIO
72601636000280;BAIXO
73368086000183;ALTO
74658352000175;MEDIO
75771477001303;MEDIO
76483817000120;ALTO
76484013000145;ALTO
76535764000143;ALTO
77999118000108;INATIVO
78123999000153;ALTO
78673118000178;MEDIO
78876950000171;ALTO
81916645000170;ALTO
82190372000192;MEDIO
83677476000199;MUITO BAIXO
84429695000111;ALTO
84683671000194;ALTO
85379089000282;MEDIO
89404974000144;MEDIO
90400888000142;ALTO
90538745000100;BAIXO
90726506002704;MEDIO
91295543000139;MUITO BAIXO
91333666000117;ALTO
91954719000117;ALTO
92665611040470;ALTO
92715812000131;ALTO
92754738000162;ALTO
92781335000102;ALTO
94712650000103;MEDIO
95991279000129;MEDIO
96418264021802;ALTO
00000000400610;ALTO
00137120000135;MEDIO
00177758000108;MEDIO
00209683000191;MEDIO
00230712000105;MEDIO
00279582000197;MEDIO
00349508000108;ALTO
00360305070820;ALTO
00401381000200;ALTO
00407975000139;MEDIO
00526043000105;BAIXO
00566728000185;ALTO
00586400000120;ALTO
00618493000128;MEDIO
00655522002175;MEDIO
00717158000187;ALTO
00942021000126;MEDIO
00956486000136;MUITO BAIXO
01045989000112;MEDIO
01092367000498;INATIVO
01167703000171;BAIXO
01320659000198;MEDIO
01335137000160;MEDIO
01503094000184;BAIXO
01537593000192;MEDIO
01600522000197;BAIXO
01619223000102;MEDIO
01755968000190;MEDIO
01756511000109;MEDIO
01814485000110;BAIXO
01851771000155;MEDIO
01869118000113;MEDIO
01909354000116;BAIXO
02093434000109;BAIXO
02102430000140;MEDIO
02160783000104;ALTO
02192305000178;MEDIO
02193838000174;ALTO
02227420000130;MEDIO
02387241000160;ALTO
02474478000189;MUITO BAIXO
02589586000105;ALTO
02762124000130;ALTO
02779028000366;MEDIO
02923215000100;ALTO
02965906000176;MEDIO
03061027000182;MEDIO
03127754000103;ALTO
03250587000185;MEDIO
03484565000180;MEDIO
03530820002712;ALTO
03796254000237;MEDIO
03832239003301;MEDIO
03853896000140;ALTO
03860705000177;ALTO
03905813000119;MEDIO
04026172000195;BAIXO
04030791000153;MUITO BAIXO
04063833000152;MEDIO
04143083000129;ALTO
04375741000108;MEDIO
04400368000360;MEDIO
04693629000115;MEDIO
04703314000101;ALTO
04746274000185;MEDIO
04791188000194;ALTO
04867861000122;MEDIO
05132979000175;MEDIO
05153235000137;BAIXO
05197443000138;ALTO
05262937000159;MEDIO
05285139000223;MEDIO
05313984000184;ALTO
05427915000606;""
05456768000198;MEDIO
05664979000116;MEDIO
05724459000151;ALTO
05863099000179;BAIXO
05892720000122;ALTO
06047087000139;ALTO
06152791000151;MEDIO
06164253000187;ALTO
06292798000683;MEDIO
06635157000170;ALTO
06878019000111;MEDIO
06989165000114;MEDIO
07025971000135;BAIXO
07041081000117;MEDIO
07057449000135;ALTO
07105498000287;BAIXO
07125799000191;ALTO
07130221000123;MEDIO
07337653000703;ALTO
07358761027016;MEDIO
07388313000108;BAIXO
07479046000184;MEDIO
07511302000173;MEDIO
07594978004750;ALTO
07690329000170;MEDIO
07714798001073;MUITO BAIXO
07877276000100;BAIXO
07915412003701;MEDIO
07974317000178;ALTO
07974778051721;ALTO
08011947000100;MEDIO
08032404000179;MEDIO
08191137000344;MEDIO
08216816000240;BAIXO
08250457000166;ALTO
08253037000486;ALTO
08255107000192;MEDIO
08287322000175;MEDIO
08364480000181;BAIXO
08367521000193;ALTO
08439659000150;ALTO
08525959000152;MEDIO
08565002000300;MEDIO
08642914000168;MEDIO
08682385000126;MEDIO
08712100000152;BAIXO
08730516000101;MEDIO
08746342000248;ALTO
08787883000133;ALTO
08870688000172;MEDIO
08902291000115;ALTO
08953191000118;ALTO
08987880000143;ALTO
09112685000132;BAIXO
09144402000134;MEDIO
09149503000106;ALTO
09170483000228;ALTO
09248514000135;MEDIO
09289915000567;ALTO
09294545000122;ALTO
09392892000198;ALTO
09534114000196;ALTO
09646059000126;MEDIO
10206953000164;MEDIO
10219354000266;MEDIO
10238786000133;MEDIO
10301749000122;ALTO
10335737000119;BAIXO
10338320000100;ALTO
10376269000120;BAIXO
10456657000111;ALTO
10465934000152;BAIXO
10604322000101;MEDIO
10611098000177;MEDIO
10660267000169;MEDIO
10679439000146;MEDIO
10689822000185;MEDIO
10733880000169;ALTO
10760583000102;ALTO
10800853000161;BAIXO
10845152000149;MUITO BAIXO
10975912000132;MEDIO
11038722000151;MEDIO
11104574000126;ALTO
11172137000301;ALTO
11189422000173;MEDIO
11282943000251;MUITO BAIXO
11284029000169;MEDIO
11351969000123;MEDIO
11488422000174;MEDIO
11550868000181;ALTO
11587791000114;MEDIO
11657861000163;MEDIO
11756304000108;ALTO
11824822000103;MEDIO
11844838000188;ALTO
11864892000195;MEDIO
11981319000161;MEDIO
12008018000119;MEDIO
12068407000130;MEDIO
12073107000149;MEDIO
12077128000132;MEDIO
12187218000186;ALTO
12349084000152;MEDIO
12463562000150;MEDIO
12550695000164;MEDIO
12723533000180;BAIXO
12730932000179;MEDIO
12733071000182;MUITO BAIXO
12751972000288;MEDIO
12799236000208;ALTO
12861475000151;MEDIO
12947696000147;ALTO
13032412000155;MEDIO
13104520000196;ALTO
13129640000148;ALTO
13183242000100;MEDIO
13332090000160;ALTO
13574594112580;MEDIO
13579623000102;ALTO
13598085000101;ALTO
13662292000170;MEDIO
13740731000115;ALTO
13862102000168;INATIVO
13883526000109;MEDIO
13987832000195;MEDIO
14000074000132;MEDIO
14028320000164;MEDIO
14065105000133;MEDIO
14084811000122;ALTO
14086319000196;ALTO
14116299000159;ALTO
14124298000156;MEDIO
14127813000151;BAIXO
14227543000150;MEDIO
14366170000107;MEDIO
14415854000143;BAIXO
14440840000180;ALTO
14485600000100;MEDIO
14623468000147;ALTO
14699991000157;MUITO BAIXO
14767358000159;ALTO
14811993000277;ALTO
14949266000190;MEDIO
15003989000164;MEDIO
15013497000150;ALTO
15095531000182;INATIVO
15206996000163;ALTO
15229546000196;MEDIO
15241460000189;MEDIO
15248104000197;ALTO
15332685000140;ALTO
15339783000100;MEDIO
15516434000116;ALTO
15620968000198;MEDIO
15674543000161;ALTO
15773718000198;ALTO
15912497000191;ALTO
16158313000102;ALTO
16403555000114;ALTO
16415416000100;ALTO
17017147000197;MEDIO
17070299000153;MEDIO
17139194000103;MUITO BAIXO
17155730000164;ALTO
17221597000105;MEDIO
17266573000164;ALTO
17344597000194;ALTO
17348232000138;BAIXO
17393859000100;BAIXO
17405623000147;BAIXO
17414021000156;BAIXO
17436548000181;BAIXO
17531322000160;ALTO
17570696000194;MEDIO
17611475000117;BAIXO
17627116000158;INATIVO
17655121000174;MEDIO
17725286000175;ALTO
17728522000107;ALTO
17804605000138;MEDIO
17921393000179;MEDIO
17967818000180;MEDIO
17974662000165;MEDIO
17987419000181;MEDIO
18081597000101;MEDIO
18292638000109;BAIXO
18328118000109;ALTO
18335983000182;MEDIO
18363861000108;ALTO
18482671000100;BAIXO
18497369000117;MEDIO
18562526000120;MEDIO
18615315000109;MEDIO
18617570000190;MEDIO
18771348000148;ALTO
18821481000161;BAIXO
18916659000158;MEDIO
19111361000133;BAIXO
19154930000128;ALTO
19183297000104;ALTO
19195971000405;ALTO
19199851000133;MEDIO
19280360000112;MEDIO
19349674000124;MEDIO
19378769000176;ALTO
19468785000150;MEDIO
19492520000197;BAIXO
19621551000109;BAIXO
19683471000170;BAIXO
19707109000191;ALTO
19713451000102;MEDIO
19785846000102;INATIVO
19796586000170;MEDIO
19888702000181;MEDIO
19965383000160;ALTO
20055871000209;MEDIO
20165982000340;MEDIO
20169827003237;ALTO
20188780000152;ALTO
20242735000139;MEDIO
20283345000107;ALTO
20361750000104;ALTO
20666556000129;MEDIO
20673190000115;ALTO
20863323000116;MEDIO
20940829000181;ALTO
20982880000156;ALTO
21012962000130;BAIXO
21143742000146;ALTO
21190810000128;MEDIO
21321518000105;MEDIO
21347386000182;BAIXO
21369606000179;BAIXO
21403542000185;MEDIO
21483140000138;ALTO
21528627000190;MUITO BAIXO
21539610000138;ALTO
21549201000112;MEDIO
21575721000108;MEDIO
21577164000156;MUITO BAIXO
21586049000148;MEDIO
21776847000132;MEDIO
21904618000156;MEDIO
22032633000114;BAIXO
22060890000160;ALTO
22111295000106;MEDIO
22136082000139;BAIXO
22185279000168;MEDIO
22252093000184;ALTO
22263688000135;ALTO
22394522000239;ALTO
22489665000143;BAIXO
22518255000183;MEDIO
22572172000172;MEDIO
22652124000194;ALTO
22728151000101;ALTO
22890460000175;MEDIO
22909492000175;MEDIO
23238864000141;MEDIO
23326944000159;MEDIO
23342263000184;ALTO
23411651000170;BAIXO
23462968000135;MEDIO
23484840000172;INATIVO
23496012000154;INATIVO
23553861000100;ALTO
23623610000147;MEDIO
23636184000186;BAIXO
23693139000163;BAIXO
23700348000944;MEDIO
23718766000101;BAIXO
23725525000190;MEDIO
23736121000100;ALTO
23789953000186;ALTO
23882001000102;BAIXO
23887691000192;ALTO
23962188000154;MEDIO
23964429000102;MEDIO
24109582000107;MEDIO
24124500000101;ALTO
