cnpj;empresa_porte
31781136000100;MICRO
31854294000142;PEQUENA
31866622000120;MEI
31871922000106;MEI
31992005000171;MEI
31994351000199;MEI
31999331000100;MEI
32050519000170;MEI
32191284000137;MICRO
32203411000170;MEI
32263310000195;MEI
32285917000176;MICRO
32288719000166;MEI
32329608000150;MEI
32420810000193;MEI
32463386000164;MICRO
32519267000186;MEI
32599646000123;PEQUENA
32673630000113;MEI
32689639000112;MEI
32744392000190;MEI
32795299000104;MICRO
32819842000166;MICRO
32827112000107;MICRO
32844168000170;MICRO
32851547000197;MEI
32869883000167;MEI
32871516000106;PEQUENA
32914359000160;MEI
32922398000100;MEI
32969745000150;MEI
32974454000150;MEI
32990730000173;PEQUENA
33001193000154;MICRO
33015691000156;MICRO
33028328000175;MEI
33064896000121;MEI
33209873000168;MICRO
33213534000155;MEI
33241021000158;MEI
33282938000109;MEI
33360936000182;PEQUENA
33413864000194;MICRO
33425087000106;MEI
33476180000131;MEI
33483912000110;MEI
33527135000320;PEQUENA
33530282000198;MEI
33617177000190;MEI
33623885000304;MEDIA
33647624000154;MICRO
33661319000117;MICRO
33688713000149;MEI
33699341000156;MEI
33751035000111;MEI
33759040000170;MEI
33768784000151;MEI
33769360000101;MEI
33773519000161;MEI
33785329000164;MEI
33787767000161;MEI
33812040000197;MEI
33814780000162;MEI
33849979000126;MEI
33877292000102;MEI
33918691000166;MICRO
33952899000100;MEI
34017576000183;MICRO
34021993000108;MEI
34023037000157;PEQUENA
34028316572506;PEQUENA
34111473000188;MEI
34122885000113;MEI
34131834000158;MEDIA
34264646000106;PEQUENA
34265006000102;MEI
34271406000120;MEI
34282393000195;MICRO
34283373000139;MEI
34337308000149;MICRO
34364842000144;MEI
34397914000150;MEI
34419639000128;MEI
34422920000110;MEI
34432153000391;GRANDE
34457471000145;MEI
34460423000106;MEI
34575040000183;MEI
34577934000102;MEI
34580949000120;MEI
34627373000109;GRANDE
34651112000124;MICRO
34661594000101;MEI
34664188000194;MEI
34712921000107;MEI
34743933000190;MEI
34760596000140;PEQUENA
34782678000195;MICRO
34879123000166;MICRO
34894525000130;PEQUENA
34899065000132;PEQUENA
34907380000164;MEI
34937025000138;MEI
35013996000154;MEI
35027313000380;PEQUENA
35061298000124;MEI
35062800000111;MEI
35082068000141;MICRO
35146330000174;MEI
35242943000105;MEI
35263689000121;MEI
35285104000417;GRANDE
35333736000166;MEI
35404013000100;MEI
35447571000153;MICRO
35470554000137;MEI
35476242000130;MICRO
35505479000100;MEI
35589580000189;MEI
35603839000107;MEI
35636942000145;MICRO
35648423000105;MEI
35663678000139;MEI
35664129000189;PEQUENA
35696107000109;MEI
35712931000105;MEI
35792971000104;MICRO
35831702000100;MEI
35833194000190;MEI
35857582000101;MICRO
35877712000178;MEI
35896780000184;MICRO
35897845000106;MEI
35933499000174;PEQUENA
35952400000181;MEI
35955382000191;MICRO
36003931000190;MEI
36005951000109;MICRO
36017668000199;MEI
36040379000100;MICRO
36059982000134;MICRO
36079961000180;MEI
36087836000112;MEI
36126411000175;MEI
36145251000101;MICRO
36150677000153;MEI
36163568000170;MEI
36164587000111;MEI
36172878000151;MEI
36221839000105;MEI
36291546000196;MEI
36425701000110;MEI
36472258000138;MEI
36485912000148;MEI
36495574000125;MEI
36552324000180;MEI
36615390000151;MEI
36648964000198;MEI
36726881000170;MEI
36799219000140;MEI
36847452000150;MEI
36865604000148;MEI
36890878000197;MEI
36898454000179;MEI
36912463000177;MEI
36966839000126;MEI
36976662000149;MICRO
36980554000140;MEI
37029677000162;MEI
37073428000174;PEQUENA
37084823000152;MEI
37098508000184;MEI
37113905000188;MEI
37147710000159;MICRO
37184394000195;MEI
37198039000175;MICRO
37201857000180;PEQUENA
37221267000119;MEI
37309843000184;MEI
37382625000175;MEI
37497055000169;MEI
37501801000140;MICRO
37511967000148;MEI
37572496000188;MEI
37575043000105;MEI
37630248000146;MEI
37649747000185;MICRO
37654139000169;MEI
37685902000119;MEI
37702934000185;MEI
37705509000140;MEI
37714535000134;MICRO
37719431000112;MEI
37734643000179;MEI
37738388000132;MEI
37795421000166;PEQUENA
37809526000127;MEI
37812162000134;MEI
37867373000174;MEI
37889695000114;MICRO
37905969000111;MEI
37924155000124;MICRO
37939256000179;MEI
37966956000152;MEI
37989659000122;MEI
38034857000103;MICRO
38074582000123;MEI
38075869000178;MEI
38149436000110;MEI
38160795000178;MICRO
38177043000110;MICRO
38235790000167;MICRO
38249381000110;MICRO
38250807000155;MICRO
38265391000149;GRANDE
38279973000184;MEI
38325590000103;MEI
38346494000133;MEI
38393296000120;MEI
38404870000107;MEI
38456921000136;GRANDE
38467975000105;PEQUENA
38488345000109;MEI
38491695000124;MEI
38522454000103;MICRO
39275481000183;MEI
39290495000176;MICRO
39314056000156;MEI
39319550000103;MEI
39326946000188;MEI
39363558000177;MEI
39390799000105;MEI
39417322000176;MEI
39462401000107;MEI
39517160000148;MICRO
39522587000134;MICRO
39540431000186;MICRO
39590491000103;MEI
39596442000188;MEI
39623098000179;MEI
39657752000165;MEI
39717065000198;MEI
39738898000135;MEI
39940391000160;MEI
39970914000110;PEQUENA
39986842000108;MEI
40004941000118;MEI
40025816000194;MEI
40063129000163;MEDIA
40077370000141;MEI
40101707000109;MEI
40103432000142;MICRO
40253229000152;MEI
40260451000182;MEI
40294115000150;MICRO
40348659000158;MEI
40359337000104;MEI
40397232000140;MEI
40439931000105;MICRO
40477418000109;MEI
40487210000170;MEI
40515549000133;MEI
40537430000161;MEI
40552375000189;MEI
40560119000133;MICRO
40565847000138;MEI
40638105000195;MEI
40676954000133;PEQUENA
40718388000185;MEI
40730761000113;PEQUENA
40750959000169;MEI
40755281000107;MEI
40759260000160;MEI
40783480000129;MEI
40784906000169;MEI
40817075000184;MEI
40854426000127;MEI
40897252000180;MEI
40921855000170;MEI
40923394000174;MICRO
40960614000130;MEI
40963416000120;MICRO
40963466000107;PEQUENA
40972353000178;MICRO
41000621000152;MEI
41033863000142;MICRO
41063829000110;MEI
41071318000140;MEI
41081256000158;MEI
41084886000186;MICRO
41128697000168;MICRO
41206229000164;MEI
41250996000170;MEI
41258610000177;MEI
41281263000101;MICRO
41357755000125;MEI
41381025000160;MEI
41419810000164;MICRO
41447903000100;MEI
41455398000138;MEI
41477921000127;MICRO
41490894000122;MEI
41501345000106;MEI
41502357000155;MEI
41523467000101;MEI
41564118000120;MEI
41574789000171;MICRO
41610076000116;MICRO
41618548000187;MEI
41638885000136;MEDIA
41669358000199;MICRO
41680127000186;MEI
41685853000191;MEI
41693638000132;MEI
41697726000102;MEI
41702357000107;MEI
41709079000101;MEI
41726791000119;MEI
41792809000180;MEI
41795203000107;MEI
41800498000154;MICRO
41803977000124;MEI
41817807000107;MICRO
41819975000123;MEI
41849140000116;PEQUENA
41877817000120;MEI
41881501000101;MICRO
41922215000147;MICRO
41933633000130;MEI
41974883000118;MEI
42052775000150;MEI
42127659000153;MEI
42203639000114;MICRO
42216962000122;MEI
42241016000136;MEI
42275322000193;MEI
42282162000100;PEQUENA
42311461000125;MEI
42322292000129;MEI
42362687000155;MEI
42416152000110;MICRO
42460694000190;MEI
42462409000170;MICRO
42481946000167;MEI
42487169000168;MEI
42500705000118;MEI
42511528000175;PEQUENA
42532752000143;MEI
42554637000170;MEDIA
42570936000106;MEI
42609731000189;MEI
42609737000156;MEI
42622791000131;MEDIA
42625313000185;MEI
42631330000125;MEI
42645624000106;MICRO
42645752000150;MEI
42665392000158;MEI
42697765000172;MEI
42729387000161;MEI
42741019000139;MEI
42796994000144;MEI
42861993000136;MEI
42866084000190;MEI
42877081000152;MICRO
42880345000127;PEQUENA
42929887000147;PEQUENA
42933016000105;MEI
42944277000112;MEI
43047565000137;MEI
43080736000120;MEI
43112642000195;MICRO
43138328000181;MEI
43145502000113;MEDIA
43155939000138;MEI
43187393000105;MICRO
43213155000119;MICRO
43214051000129;MEI
43224660000169;MEI
43225223000160;MEI
43258661000124;MEI
43274193000181;MEI
43285564000120;MEI
43300949000110;PEQUENA
43301689000105;MICRO
43319406000144;MEI
43320298000120;MEI
43339876000170;MEI
43351209000102;MICRO
43396395000104;MICRO
43480597000121;MEI
43527015000115;MEI
43569793000177;MEI
43582734000139;MEI
43596986000117;MEI
43616189000154;MEI
43640878000102;MICRO
43643027000105;MICRO
43646867000121;MICRO
43649670000146;MEI
43663545000190;PEQUENA
43714669000158;MEI
43723043000108;MEI
43737211000114;MEI
43768601000151;MICRO
43775043000151;MEDIA
43803768000106;MEI
43810524000150;MICRO
43823452000186;MEI
43835234000161;MEI
43861783000100;MEI
44001334000155;MEI
44025324000150;MEI
44042617000145;MICRO
44049380000124;MEI
44056407000106;MEI
44099987000119;MEI
44175167000169;MEI
44242383000180;MEI
44270971000127;MICRO
44354329000126;MEI
44368137000179;MEI
44425699000107;MEI
44444904000181;MICRO
44510468000100;MICRO
44530391000121;MEI
44556172000111;MICRO
44582771000100;MEI
44621743000154;MICRO
44662355000111;MEI
44663610000140;MEI
44695896000146;MEI
44731130000170;MEI
44772396000160;MEI
44796033000165;PEQUENA
44800824000111;MICRO
44881145000114;MEI
44884457000181;MEI
44951769000160;MEI
45005938000132;MEI
45020891000186;MEI
45042079000151;PEQUENA
45044846000161;MICRO
45058206000100;MEI
45060301000149;MEI
45092744000111;MEDIA
45150116000145;MEI
45152384000104;MEI
45170540000151;MEI
45197914000122;MICRO
45214382000194;MEI
45242914000105;GRANDE
45294065000125;MEI
45312171000194;MICRO
45335938000109;MICRO
45339428000100;MICRO
45395568000197;MEI
45406960000194;MEI
45416745000174;MEI
45428418000132;MEI
45432441000109;MEI
45436462000194;MEI
45453214000151;GRANDE
45455404000108;MEI
45468109000196;MEI
45469688000191;MEI
45494068000102;MEI
45494411000119;PEQUENA
45535395000165;MEI
45542442000106;MICRO
45546831000100;MEI
45559154000156;MEI
45568291000157;MEI
45612046000108;MEI
45645704000150;MEI
45718535000130;MEI
45776926000101;MEI
45828683000108;MEI
45833083000138;MEI
45857071000143;MEI
45906460000111;MEI
45918839000141;MEI
45968743000198;MEI
45970041000149;MICRO
46004821000105;MEI
46020295000169;MEI
46072325000180;MICRO
46142575000140;MEI
46221284000147;MICRO
46227728000151;MEI
46259606000147;MEI
46261045000110;MEI
46336066000158;MEI
46357682000195;MEI
46377539000165;MEI
46384480000132;MEI
46406370000124;MEI
46426225000105;MEI
46551519000169;MEI
46563073000192;MICRO
46662646000135;MEI
46671864000136;MEI
46674948000123;PEQUENA
46684534000185;MEI
46698737000120;PEQUENA
46751204000165;MEI
46779692000119;MEI
46782787000191;MEI
46794443000100;MEI
46810969000129;MEI
46819882000112;MEI
46860285000131;PEQUENA
46865990000121;MEI
46894667000186;MICRO
46905651000121;MEI
46955768000110;MEDIA
46972586000157;MEI
46981192000165;MEI
47031423000132;MEI
47031820000104;MEI
47046096000192;MEI
47049209000103;MICRO
47066186000145;MEI
47087629000184;MEI
47096637000197;MICRO
47125411000177;MEI
47126274000195;MEI
47152655000149;MEI
47196149000151;MEI
47243924000182;MICRO
47270636000117;MICRO
47283947000110;MEI
47287744000100;MEI
47298212000160;MEI
47305064000164;MEI
47321342000177;MEI
47351007000111;MICRO
47353477000114;MEI
47359525000181;MEI
47404069000144;MEI
47480974000183;MEI
47492295000124;MEI
47513123000190;MEI
47517416000145;PEQUENA
47565115000197;MEI
47569151000129;MEI
47591534000101;MEI
47609906000171;MICRO
47619822000119;MEI
47629650000164;MEI
47673476000157;MEI
47681471000176;MEI
47687323000169;MEI
47700886000140;MEI
47711430000185;MEI
47721735000178;MEI
47728292000147;MEI
47729698000144;MICRO
47731428000178;MEI
47756748000182;MEI
47816065000173;MEI
47825297000198;MEI
47835474000117;MEI
47856635000159;MEI
47858199000157;MEI
47870656000129;MEI
47875045000173;MEI
47902405000189;MEI
47909622000109;MEDIA
47913515000146;MEI
47960950077779;GRANDE
48026804000196;MEI
48028582000140;MEI
48031943000108;MEI
48038413000191;MEI
48055755000110;MEI
48075302000155;MEI
48085949000168;MEI
48104316000150;MEI
48127983000158;MEI
48137084000136;MICRO
48151577000120;MEI
48161956000100;MICRO
48194767000125;MEI
48199668000136;MICRO
50688860000138;MICRO
51218147000193;GRANDE
53966834006153;MEDIA
54538574000147;PEQUENA
55783880000101;PEQUENA
56159486000240;PEQUENA
57151854000196;MEI
57520108000122;PEQUENA
58421231000159;PEQUENA
59717553000102;GRANDE
59946301000155;PEQUENA
60398369000479;GRANDE
60558269000110;PEQUENA
60651809000105;GRANDE
60770336000165;GRANDE
60917820000174;MEDIA
61024352000171;GRANDE
61409892000173;GRANDE
61584140000149;GRANDE
62955505124729;MEDIA
67648311000132;MICRO
67741595000107;MICRO
68922509000125;MICRO
68968940000102;MICRO
69244283000113;MICRO
69946531000178;MICRO
71476527000135;GRANDE
73105728000151;MICRO
75994632000117;PEQUENA
76506302001099;GRANDE
80268725000102;MICRO
80270002000130;MICRO
81117715000120;MICRO
83102665000214;PEQUENA
83742338000499;MEDIA
83861773000190;MICRO
84582089000131;MICRO
86550951000150;GRANDE
87548848000138;MEDIA
87762563000103;MEDIA
90052002000117;MICRO
91669747000192;PEQUENA
91805705000131;PEQUENA
92665611000177;GRANDE
93544278000100;MICRO
96712252000384;MICRO
97544785000103;PEQUENA
00000000000191;GRANDE
00086627000107;MICRO
00160431000115;MICRO
00242184000104;MEDIA
00296549002208;MEDIA
00478626000108;MICRO
00672671000360;PEQUENA
00808192000167;PEQUENA
00830460000147;MEI
00973310000354;MEDIA
00974546000143;MICRO
01016241000272;MICRO
01062529000100;GRANDE
01176143000111;PEQUENA
01545826000107;GRANDE
01602283000104;PEQUENA
01770659000190;MICRO
01838723000127;GRANDE
01860712000143;MICRO
01952478000184;MICRO
01971614000183;GRANDE
01971689000326;PEQUENA
02121968000100;PEQUENA
02166683000349;PEQUENA
02422580000211;MICRO
02429894000165;PEQUENA
02486536000194;MICRO
02502298000163;MICRO
02552151000188;PEQUENA
02755796000118;MEI
02795480000150;PEQUENA
02857113000133;PEQUENA
02905110095595;MEDIA
02923422000164;MICRO
02931668000188;MEDIA
02956699000193;MEDIA
03004029000130;MEI
03040356000147;GRANDE
03082934000108;MICRO
03092758000195;MICRO
03102858000155;MICRO
03125699000104;MEI
03150757000150;MICRO
03192199000195;PEQUENA
03327568000100;GRANDE
03378521000175;GRANDE
03378988000115;PEQUENA
03452446000145;PEQUENA
03613686000184;PEQUENA
03630237000144;MEI
03758318000124;GRANDE
03782925000120;MICRO
03818901000183;MICRO
03870142000106;MICRO
03892707000148;MICRO
04067990000136;MICRO
04153719000547;MICRO
04245923000164;MICRO
04392668000182;MEDIA
04393169000100;MICRO
04583623000195;MICRO
04677780000160;PEQUENA
04721425000140;MICRO
04994627000166;MEDIA
05005873000372;MEDIA
05079978000376;MICRO
05129639000195;MICRO
05140729000187;MICRO
05283512000126;MEI
05362279000177;PEQUENA
05464917000160;PEQUENA
05483289000160;PEQUENA
05557210000107;MICRO
05577779000126;MICRO
05584803000154;MICRO
05665723000123;MICRO
05684057000170;MICRO
05700438000104;MICRO
05726721000105;MICRO
05831750000471;PEQUENA
05889376000112;GRANDE
05904262000102;MICRO
05957961000102;MICRO
05961344000180;PEQUENA
05997053000142;MICRO
06087471000165;MICRO
06210901000194;MICRO
06262218000109;MEI
06329118000144;PEQUENA
06331414000775;MEDIA
06753677000691;MICRO
06813736000165;PEQUENA
06999500000165;PEQUENA
07010118000492;MEDIA
07037932000158;MEDIA
07040574000132;MICRO
07047251000170;GRANDE
07105743002461;GRANDE
07128172000194;MEI
07212235000196;MICRO
07252614000614;PEQUENA
07322066000147;PEQUENA
07349896000168;MICRO
07353340000145;PEQUENA
07415269000188;MICRO
07421132000136;MEDIA
07424572000147;PEQUENA
07564074000108;PEQUENA
07582700000180;MICRO
07640688000113;MICRO
07735701000118;PEQUENA
07846023000160;MICRO
07938337002137;PEQUENA
07988410000131;PEQUENA
08004066000242;PEQUENA
08014289000100;MICRO
08078847000109;GRANDE
08092068000150;PEQUENA
08108634000174;MICRO
08112649000106;MICRO
08159965000133;GRANDE
08169778000130;PEQUENA
08185161000109;MICRO
08249162000170;MICRO
08268389000162;MICRO
08288559000170;MICRO
08296658000102;MICRO
08300707000478;MEDIA
08307170000125;PEQUENA
08390947000168;MEDIA
08443896000195;PEQUENA
08467115000100;GRANDE
08498948000554;PEQUENA
08509632000278;PEQUENA
08519196000137;MICRO
08551025000195;MICRO
08592111000146;MICRO
08592330000125;MICRO
08599272000161;MICRO
08622865001335;GRANDE
08807432000110;GRANDE
08838423000197;MICRO
08921331000338;GRANDE
08972521000201;PEQUENA
08983691000100;MICRO
09019148000495;PEQUENA
09041168000110;GRANDE
09042817000105;GRANDE
09151350000123;PEQUENA
09288252000132;GRANDE
09408807000132;MICRO
09595476000197;MICRO
10230938000151;PEQUENA
10255402000190;MICRO
10285590000108;GRANDE
10342064000558;MICRO
10437327000189;PEQUENA
10521610000194;MICRO
10628267000181;PEQUENA
10706989000107;PEQUENA
10835932000108;GRANDE
10935198000159;MICRO
10966474000146;MICRO
11193998000295;MEDIA
11221311000105;MICRO
11273092000108;MICRO
11421994000136;GRANDE
11516096000161;PEQUENA
11528959000110;MEI
11675887000134;MEI
11676862000155;MEI
11790002000148;MICRO
12035377000165;MEDIA
12044291000107;MEDIA
12066658000266;MEDIA
12108897000150;GRANDE
12115349000158;MEDIA
12132160000173;MEI
12162104000181;GRANDE
12197504000394;MICRO
12285418000171;MEI
12362371000100;MEI
12407089000194;PEQUENA
12427430000173;PEQUENA
12602597000123;PEQUENA
12744390000193;MICRO
12817885000529;PEQUENA
12845190000127;PEQUENA
12858870000509;MICRO
12870228000111;MICRO
12961494000150;MEI
12972305000144;MEI
12987340000137;MICRO
13076067000151;MEI
13140979000145;MICRO
13163953000112;MEI
13309368000188;PEQUENA
13329355000170;MICRO
13353614000107;MICRO
13509348000150;PEQUENA
13515496000188;MICRO
13672303000100;MEI
13681503000111;MEI
13715339000469;PEQUENA
13790135000140;MICRO
13803996000115;MEI
13831910000168;MEI
13851007000169;MICRO
13880991000196;MEI
13916151000136;MEI
13933756000135;MEI
14009204000106;MEI
14034399000136;MICRO
14056511000130;MICRO
14314375000130;PEQUENA
14395443000133;MEI
14403839000185;MICRO
14410059000162;MEI
14433299000182;MICRO
14557887000128;MICRO
14665362000106;MICRO
14810093000124;MICRO
14820744000167;MEI
14842398000118;MICRO
14978295000180;MICRO
15059714000304;MICRO
15105327000286;MICRO
15164136000104;MICRO
15193348000110;MEI
15434985000130;MICRO
15474301000124;MEI
15478467000119;MEI
15491430000120;MICRO
15544399000149;PEQUENA
15577644000114;MICRO
15615892000102;MICRO
15644029000183;MICRO
15646580000166;MEI
15649013000163;MICRO
15681974000155;MICRO
15783046000100;MEI
15796317001710;PEQUENA
15827659000193;MICRO
16354870000107;MICRO
16547675000195;MEI
16710807000158;MICRO
16735150000183;MICRO
16787011000101;MEI
17030979000143;MICRO
17104759000117;MEI
17160437000195;MEI
17184184000190;MEI
17193806000146;GRANDE
17233034000129;MICRO
17247510000160;PEQUENA
17265326000305;MICRO
17281106000103;GRANDE
17320369000184;MEI
17355245000134;MEI
17357478000176;PEQUENA
17505006000113;MEI
17555679000188;MEI
17572898000175;MEI
17590465000142;MEI
17592117000104;MEI
17619509000110;MEI
17671247000132;PEQUENA
17672144000197;MEDIA
17682893000103;MEI
17734833000189;MICRO
17766248000160;PEQUENA
17784154000114;MICRO
17800085000195;MICRO
17893964001180;MEDIA
17939206000184;MEI
17947432000107;MEI
18148110000160;MICRO
18174270000184;GRANDE
18184828000102;MICRO
18237444000100;MEI
18249156000176;PEQUENA
18251263000139;MICRO
18313975000135;MEI
18352417000189;MEI
18401007000180;MEI
18555774000144;PEQUENA
18623019000150;MEI
18677248000157;MEI
18685539000197;PEQUENA
18867781000262;GRANDE
18933042000140;MEI
19011085000131;MEI
19038965000100;PEQUENA
19109764000148;MICRO
19136218000104;MEI
19153962000109;MEI
19191730000145;MEI
19193042000114;MICRO
19265022000292;PEQUENA
19273553000146;MEI
19320299000190;MEI
19348545000111;MEI
19414742000191;MEI
19643953000104;MICRO
19648185000173;MEI
19781776000114;MEI
19847165000121;PEQUENA
19854065000122;MEI
19939843000186;MEI
20014520000160;PEQUENA
20050769000121;MICRO
20134793000149;MEI
20205268000177;MEI
20224729000159;MEI
20247322000147;GRANDE
20259620000157;MEI
20334626000141;MICRO
20337307000190;PEQUENA
20345855000161;MICRO
20401784000177;MEI
20490651000114;MICRO
20618029000149;PEQUENA
20654333000141;MEI
20786285000145;MEI
20803830000164;MICRO
20806500000122;MEI
20872043000174;MICRO
20918318000163;MICRO
20952226000108;MEI
20963434000102;MICRO
21034441000184;MICRO
21194592000108;PEQUENA
21245628000127;MICRO
21358329000107;PEQUENA
21418263000195;MEI
21582619000121;MEI
21591570000173;MICRO
21598630000180;MICRO
21720379000184;MEI
21807881000208;MEDIA
21830608000113;MEI
21905504000120;MICRO
21909776000107;MEI
21920614000161;MEI
21928949000479;PEQUENA
22019900000113;MEI
22038052000190;MEI
22203096000128;MICRO
22264917000136;MEI
22281373000110;MICRO
22454448000118;PEQUENA
22506046000110;MICRO
22562105000177;MICRO
22585751000150;MEI
22677520000176;GRANDE
22719294000149;MEI
22745270000164;MEI
22773379000105;PEQUENA
22774795000128;MEI
22786060000114;MEI
22819594000108;MEI
22858119000132;MEI
23116830000184;MEI
23154118000170;MEI
23171430000171;PEQUENA
23181989000182;MEI
23208360000189;MEI
23323134000149;PEQUENA
23354228000185;MICRO
23367582000144;MEI
23371789000192;MICRO
23464262000102;MEI
23501450000163;MEI
23527570000130;MEI
23602169000117;PEQUENA
23608070000122;MEI
23622364000109;MEI
23672859000142;MEI
23733472000159;MICRO
23818846000139;MICRO
23907070000123;MEI
23919887000111;MEI
23925481000141;MICRO
23981211000409;MEDIA
24123415000110;MEI
24197990000168;MEI
24269028000197;MEI
24271374000100;MEI
24417137000104;MEI
24569655000143;MEI
24636795000197;MEI
24653930000102;MICRO
24670042000106;MICRO
24734024000132;MICRO
24735589000134;MEI
24800782000101;MEI
24833853000172;MICRO
24881925000157;MEI
24937752000141;MEI
24963177000151;MICRO
24990777000109;GRANDE
24999481000159;MEI
25121972000165;MEI
25249028000198;PEQUENA
25335797000109;MEI
25377046000155;MICRO
25998327000125;MEI
26030418000135;PEQUENA
26041637000110;PEQUENA
26047068000110;MEDIA
26053865000100;MEI
26071569000131;MICRO
26131988000111;MEI
26169416000121;PEQUENA
26174271000157;MEI
26204859000106;MICRO
26226921000160;MEI
26367067000152;MICRO
26380989000108;MICRO
26462693000128;GRANDE
26462923000159;MICRO
26492251000124;MEI
26492506000159;MEI
26497989000184;MEI
26512967000146;MICRO
26529613000104;MEI
26572405000198;MICRO
26692740000120;MEI
26743405000103;PEQUENA
26918614000140;MEI
26934868000152;PEQUENA
26961758000180;MEI
27019647000111;MEI
27059111000120;MEI
27084257000125;MICRO
27093558000115;GRANDE
27129258000149;MICRO
27241305000141;MEI
27262775000191;MEI
27266302000162;MEI
27411536000156;MEI
27420624000114;MEI
27520724000112;MICRO
27543435000139;MEI
27566297000103;MICRO
27572607000100;MEI
27665979000173;PEQUENA
27673510000186;MEI
27701786000120;MICRO
27708919000190;MEI
27860270000129;PEQUENA
27901031000170;MEI
27967987000174;MEI
27996665000153;MEDIA
28042847000158;MEI
28245046000190;MEI
28247965000100;MICRO
28367057000142;MEI
28396130000104;PEQUENA
28410891000173;PEQUENA
28468995000139;MEI
28529754000152;MEI
28532694000127;MICRO
28749305000110;MICRO
28786947000199;MICRO
28798956000108;MEI
28806029000184;MEI
28843920000190;MEI
28878253000181;MICRO
28935517000191;MEI
28952822000191;MEI
28984558000178;MEI
28984760000108;MEI
28995259000139;MEI
29096220000142;MEI
29194101000122;MEI
29212382000107;MICRO
29300087000102;MICRO
29349019000120;MEI
29423122000172;MEI
29468055005686;PEQUENA
29476804000143;MEI
29503916000146;MEI
29510180000133;MEI
29549218000181;MEI
29678550000146;MICRO
29686703000105;MEI
29709619000151;MEI
29713606000156;PEQUENA
29771594000116;MEI
29898116000171;MEI
29903316000175;MEI
29913154000156;MEI
30004317000167;MEI
30076233000139;MEI
30079328000106;MEI
30083095000115;PEQUENA
30129667000150;PEQUENA
30158100000101;MICRO
30224484000113;MEI
30284100000158;MEI
30285405000184;MEI
30288826000169;MICRO
30312332000172;MEI
30326480000146;MEI
30471618000109;MEI
30483701000190;MEI
30499877000130;MEDIA
30540270000156;MEI
30543218000153;MEI
30552971000105;MICRO
30586166000100;MICRO
30646074000160;MEI
30652508000135;MEI
30682087000195;MICRO
30736414000144;MEI
30800449000103;MEI
30857849000147;MEI
30954349000123;MEI
30977457000111;GRANDE
31004710000113;MEI
31035246000122;MEI
31089122000120;MEI
31135683000118;PEQUENA
31147750000114;MEI
31217393000113;PEQUENA
31218490000120;MEI
31368253000146;MICRO
31377155000175;MEI
31379445000158;MEI
31478835000185;MEI
31516129000180;MEI
31565646000140;MEI
31684714000190;MEI
31703973000110;MEI
31751582000171;MEI
31792805000149;PEQUENA
31905492000198;MEI
31919383000120;MICRO
31933799000100;PEQUENA
31970088000106;MEI
32056123000130;MICRO
32123351000186;MEI
32154100000240;MICRO
32252639000150;PEQUENA
32258044000102;MICRO
32292450000191;MICRO
32361520000116;MEI
32378417000189;MEI
32405971000108;MEI
32446926000100;MEI
32516596000173;MEI
32518479000149;MEI
32596049000145;MICRO
32625878000109;MICRO
32802835000151;MEI
32906833000102;MEI
32915846000148;MEI
32930551000140;MEI
32938229000168;MEI
32975766000188;MEI
32981609000185;MEI
33042730000104;GRANDE
33078990000130;MEI
33079540000161;MEI
33112899000193;MICRO
33113309000147;GRANDE
33131265000188;MEI
33138156000192;MEI
33149525000142;MICRO
33208890000180;MEI
33226254000181;MEI
33250448000112;MEI
33278900000154;MEI
33383962000126;MICRO
33504642000187;MEI
33528549000102;MEI
33581425000190;MICRO
33585144000106;MEI
33647379000185;MEI
33649833000137;PEQUENA
33664610000149;PEQUENA
33672901000189;MEI
33765459000135;MICRO
33775575000135;PEQUENA
33852560000123;MEI
33867940000131;MEI
33869798000161;MEI
33871594000165;MEI
33872628000136;MICRO
33920671000120;MEI
33960880000105;MICRO
34057895000112;MEI
34059300000168;MEI
34074331000198;MEI
34102017000171;MEI
34103680000190;MEI
34143536000188;MEI
34169089000136;MEI
34190070000171;MEI
34194177000198;PEQUENA
34202253000160;MEI
34234890000118;MEI
34261168000172;MEI
34274233000102;GRANDE
34302639000143;MEI
34382040000167;MICRO
34391678000164;MEI
34415688000192;MEI
34416506000106;MEI
34419450000135;MEI
34481179000168;MEI
34491876000108;MEI
34522188000150;MICRO
34527967000148;MEI
34554507000109;PEQUENA
34569993000139;MEI
34597563000120;MEI
34644907000105;MEI
34654949000208;PEQUENA
34676847000102;MEI
34786410000121;MEI
34795865000103;MEI
34801593000107;MEI
34811368000151;MEI
34853480000155;MEI
34903540000105;MEI
35088763000110;PEQUENA
35100286000161;MEI
35135465000134;MICRO
35137378000116;MEI
35149473000130;MEI
35160279000155;MICRO
35178253000134;PEQUENA
35238140000187;MEI
35240768000117;MEI
35266644000100;PEQUENA
35294842000188;MICRO
35314165000112;MICRO
35338884000173;MEI
35368688000141;MEI
35383334000176;MICRO
35406151000129;MEI
35513952000193;MEI
35532214000193;MEI
35535045000145;MEI
35661379000165;MEI
35684982000162;MEI
35726875000150;PEQUENA
35784177000100;MEI
35791391000194;MEDIA
35904664000160;MICRO
36019212000168;MEI
36070744000120;MICRO
36077056000191;MICRO
36098855000144;MEI
36139315000161;MEI
36167114000178;MEI
36185810000107;MICRO
36196645000199;MEI
36236177000139;MEI
36272535000169;MEI
36282223000136;MEI
36289374000116;MEI
36296627000189;MICRO
