cnpj;saude_tributaria
27056910177077;CINZA
27060791000100;CINZA
27072190000109;CINZA
27111784000181;CINZA
27112263000149;CINZA
27133828000174;CINZA
27139662000101;CINZA
27192111000608;CINZA
27283580000128;CINZA
27295480000111;CINZA
27315693000168;CINZA
27320134000146;CINZA
27411369000143;CINZA
27500980000148;CINZA
27503971000100;CINZA
27532282000124;VERDE
27553781000106;CINZA
27568832000165;CINZA
27585178000106;CINZA
27607385000106;CINZA
27622837000129;CINZA
27751620000119;CINZA
27766169000103;CINZA
27786795000161;CINZA
27800933000110;CINZA
27840736000124;CINZA
27878111000151;CINZA
27891093000148;CINZA
27914965000146;CINZA
27915022000138;CINZA
27917096000103;CINZA
27973616000103;CINZA
28003690000151;CINZA
28020647000102;CINZA
28031308000113;CINZA
28048556000177;CINZA
28078107000171;CINZA
28108863000104;CINZA
28133769000601;""
28142426000107;CINZA
28245428000113;CINZA
28262725000177;CINZA
28277629000100;CINZA
28394862000165;CINZA
28402931000135;CINZA
28422683000194;CINZA
28430430000162;CINZA
28442714000179;CINZA
28504568000240;""
28543356000190;CINZA
28570839000184;CINZA
28606185000100;CINZA
28610201000120;CINZA
28621363000163;CINZA
28634883000100;CINZA
28668371000165;CINZA
28684558000152;CINZA
28706044000150;CINZA
28713106000151;CINZA
28715871000100;CINZA
28729497000100;CINZA
28761683000119;CINZA
28778860000170;CINZA
28822829000199;CINZA
28826347000107;CINZA
28834195000194;CINZA
28838380000157;CINZA
28883878000301;CINZA
28920237000100;CINZA
28924180000117;CINZA
28991319000145;CINZA
29095521000151;CINZA
29099950000105;CINZA
29118959000108;CINZA
29135955000138;CINZA
29138126000109;VERMELHO
29166412000188;CINZA
29172239000120;CINZA
29180842000154;CINZA
29233402000118;CINZA
29283848000157;CINZA
29310930000123;CINZA
29347651000134;CINZA
29352289000190;CINZA
29365833000138;CINZA
29415743000104;CINZA
29426223000105;CINZA
29456488000148;CINZA
29467519000166;CINZA
29468654000126;CINZA
29490271000154;CINZA
29523945000170;CINZA
29564849000170;CINZA
29591056000220;""
29607693000167;CINZA
29661733000159;CINZA
29757425000121;CINZA
29787944000132;CINZA
29858240000103;CINZA
29862931000180;CINZA
29888152000154;CINZA
30030039000112;CINZA
30033029000130;CINZA
30044846000194;CINZA
30051002000170;CINZA
30076679000163;CINZA
30081651000114;CINZA
30088845000141;VERMELHO
30090761000142;CINZA
30099066000141;CINZA
30101185000191;CINZA
30121568000121;CINZA
30128463000285;CINZA
30176384000169;CINZA
30178442000193;CINZA
30203441000151;CINZA
30204004000152;CINZA
30222097000148;CINZA
30234543000134;CINZA
30264062000171;CINZA
30344505000134;CINZA
30428372000184;CINZA
30428404000141;CINZA
30439444000199;CINZA
30446221000159;CINZA
30463154000180;CINZA
30478135000128;CINZA
30493257000193;CINZA
30495347000202;""
30496577000105;CINZA
30512097000182;CINZA
30536256000189;CINZA
30537626000100;CINZA
30543430000110;CINZA
30626685000147;CINZA
30643489000180;CINZA
30665049000124;CINZA
30681820000157;CINZA
30699427000190;CINZA
30745774000102;CINZA
30799984000183;CINZA
30831797000130;CINZA
30833178000184;CINZA
30845306000100;CINZA
30889303000178;CINZA
30933508000103;CINZA
30947961000179;CINZA
30990750000119;CINZA
30997037000105;CINZA
31010344000105;CINZA
31025255000132;CINZA
31137837000100;CINZA
31168463000190;CINZA
31230326000139;CINZA
31230621000195;CINZA
31361053000161;CINZA
31375970000103;CINZA
31389488000114;CINZA
31398120000112;CINZA
31438566000123;CINZA
31451566000163;CINZA
31481117000168;CINZA
31494473000469;""
31505485000107;CINZA
31580901000123;CINZA
31587921000126;CINZA
31595262000170;CINZA
31608684000132;CINZA
31680373000184;CINZA
31685399000115;VERDE
31789724000190;CINZA
31857381000153;CINZA
31866511000114;CINZA
31885697000159;CINZA
31897682000100;CINZA
31908607000106;CINZA
31912271000147;CINZA
31934627000143;CINZA
31997039000159;CINZA
32000334000151;CINZA
32007349000141;CINZA
32053663000160;CINZA
32070977000171;CINZA
32083193000188;CINZA
32094000000194;CINZA
32112456000130;CINZA
32151025000182;CINZA
32186930000178;CINZA
32232156000194;CINZA
32288719000166;CINZA
32292450000191;VERMELHO
32346226000135;CINZA
32381134000196;CINZA
32443456000112;CINZA
32490884000104;CINZA
32503859000100;CINZA
32517351000160;CINZA
32521588000115;CINZA
32571037000166;CINZA
32586967000193;CINZA
32588224000152;CINZA
32627914000173;CINZA
32640331000182;CINZA
32667485000168;CINZA
32676935000189;CINZA
32679864000178;CINZA
32719105000191;CINZA
32755964000136;CINZA
32793247000107;CINZA
32804401000190;CINZA
32825679000144;CINZA
32826102000157;CINZA
32922473000132;CINZA
32932435000160;CINZA
32987542000196;CINZA
32996840000142;CINZA
33007481000116;CINZA
33035536000100;VERMELHO
33036643000144;CINZA
33055194000181;CINZA
33061041000147;CINZA
33061497000107;CINZA
33074707000100;CINZA
33112448000156;CINZA
33112949000132;CINZA
33134067000178;CINZA
33164695000104;CINZA
33165683000196;CINZA
33192873000526;CINZA
33197148000117;CINZA
33197589000119;CINZA
33221403000110;CINZA
33221935000157;CINZA
33252220000161;CINZA
33276705000195;CINZA
33280160000190;CINZA
33293338000138;CINZA
33301858000145;CINZA
33309696000191;CINZA
33359807000174;CINZA
33437599000184;CINZA
33443145000116;CINZA
33444537000108;CINZA
33451062000179;CINZA
33451586000160;CINZA
33483912000110;CINZA
33491684000120;CINZA
33524577000151;CINZA
33550160000163;CINZA
33558801000126;CINZA
33664832000161;CINZA
33696970000122;CINZA
33734528000143;CINZA
33791984000125;CINZA
33815363000134;CINZA
33876984000128;CINZA
33909540001466;CINZA
33943728000106;CINZA
33978500000151;CINZA
33983845000101;CINZA
34017305000128;CINZA
34038568000113;CINZA
34080888000131;CINZA
34099190000168;CINZA
34186399000169;CINZA
34199001000129;CINZA
34203295000115;CINZA
34213218000146;CINZA
34218806000172;CINZA
34245186000160;CINZA
34258324000146;CINZA
34267374000190;CINZA
34289147000165;CINZA
34294345000117;CINZA
34296687000176;CINZA
34310536000125;CINZA
34330136000181;CINZA
34385894000105;CINZA
34417640000113;CINZA
34442702000147;CINZA
34478041000100;CINZA
34502347000154;CINZA
34514157000157;CINZA
34581178000195;CINZA
34709200000130;CINZA
34713477000136;CINZA
34752926000155;CINZA
34757452000134;CINZA
34759594000130;CINZA
34759960000151;CINZA
34787536000110;CINZA
34839093000164;CINZA
34843392000172;CINZA
34846053000140;CINZA
34864105000100;CINZA
34925996000168;CINZA
34940447000162;CINZA
34943069000170;CINZA
34960471000163;CINZA
34962342000104;CINZA
35008334000196;CINZA
35012868000196;CINZA
35027941000101;CINZA
35065415000128;CINZA
35068556000102;CINZA
35080404000117;CINZA
35083569000142;CINZA
35117253000124;CINZA
35123259000104;CINZA
35125122000199;CINZA
35139323000145;CINZA
35151279000199;CINZA
35154529000144;CINZA
35154752000191;CINZA
35160170000118;CINZA
35175057000106;CINZA
35228088000188;CINZA
35266343000187;CINZA
35267105000196;CINZA
35271274000108;CINZA
35274244000147;CINZA
35279878000192;CINZA
35428153000119;CINZA
35440880000100;CINZA
35458636000590;""
35565697000122;CINZA
35587896000131;CINZA
35621735000117;CINZA
35688352000166;CINZA
35692275000118;CINZA
35708215000146;CINZA
35713065000169;CINZA
35723347000147;CINZA
35741733000161;CINZA
35743344000175;CINZA
35819511000114;CINZA
35836761000162;CINZA
35846388000120;CINZA
35868489000100;CINZA
35885465000151;CINZA
35894551000120;CINZA
35957573000192;CINZA
35964937000161;CINZA
35976563000102;CINZA
35979064000160;CINZA
36042048000100;CINZA
36045725000143;CINZA
36049535000102;CINZA
36065655000195;CINZA
36072391000105;CINZA
36084086000125;CINZA
36106796000109;CINZA
36213505000181;CINZA
36306787000161;CINZA
36317617000182;CINZA
36347173000128;CINZA
36348483000167;CINZA
36368310000100;CINZA
36381528000103;CINZA
36386380000191;CINZA
36387683000129;CINZA
36388272000158;CINZA
36388609000127;CINZA
36445896000160;CINZA
36477433000180;CINZA
36497996000130;CINZA
36502486000103;CINZA
36535890000183;CINZA
36546228000129;CINZA
36610852000148;CINZA
36653583000105;CINZA
36662149000183;CINZA
36664780000111;CINZA
36682121000108;CINZA
36686395000175;CINZA
36710206000152;CINZA
36729268000106;CINZA
36753806000106;CINZA
36789692000146;CINZA
36819799000190;CINZA
36906066000192;CINZA
36923299000101;CINZA
36929028000155;CINZA
36931825000177;CINZA
36943545000189;CINZA
36954466000173;CINZA
36965825000198;""
36990189000154;""
36994868000100;""
37016148000124;""
37028324000148;""
37040031000186;""
37051645000163;""
37058931000150;""
37065658000191;""
37101164000115;""
37105737000189;""
37110641000109;""
37116302000130;""
37123448000102;""
37147710000159;""
37167171000110;""
37198039000175;""
37203709000102;""
37211523000197;""
37219639000172;""
37220660000198;""
37237049000172;""
37299427006183;CINZA
37299452000126;""
37308655000131;""
37313711000126;""
37362387000136;""
37401238000139;""
37404051000199;""
37467862000139;""
37480160000195;""
37534404000175;""
37538874000107;""
37603030000100;""
37603381000103;""
37634954000166;""
37637132000139;""
37675157000127;""
37678370000192;""
37692711000184;""
37705844000148;""
37708283000130;""
37729948000192;""
37746406000128;""
37749385000102;""
37750160000168;""
37805671000130;""
37831860000187;""
37836628000131;""
37837368000119;""
37841629000174;""
37853340000175;""
37869907000100;""
37907937000155;""
37925132000134;""
37960908000157;""
37963730000106;""
37969127000123;""
37988021000177;""
37997879000106;""
38008366000180;""
38020300000105;""
38072691000101;""
38081090000165;""
38135461000144;""
38138047000199;""
38150275000184;""
38156260000123;""
38175954000108;""
38196869000126;""
38222920000127;""
38227155000138;""
38266906000125;""
38268564000182;""
38271320000159;""
38295055000149;""
38308850000124;""
38311679000102;""
38342486000119;""
38343215000269;""
38358629000180;""
38391729000109;""
38403927000145;""
38420291000140;""
38427660000126;""
38447922000114;""
38452770000148;""
38456921000136;""
38460497000101;""
38471620000181;""
38539343000100;""
38543862000133;""
38598813000106;""
38939666000182;VERDE
39158370000197;""
39229187000135;""
39237890000195;""
39246694000187;""
39256752000153;""
39341768000164;""
39344159000169;""
39368111000271;""
39390799000105;""
39489602000190;""
39511231000103;""
39521830000108;""
39569978000104;""
39594905000172;""
39643798000125;""
39659338000195;""
39665944000113;""
39669343000189;""
39706404000130;""
39720828000150;""
39721507000170;""
39722324000179;""
39727735000157;""
39729481000106;""
39738260000102;""
39775967000180;""
39794096000142;""
39821413000172;""
39833954000110;""
39861979000128;""
39862154000128;""
39897903000152;""
39898418000101;""
39908576000197;""
39922902000110;""
39924366000192;""
39939126000161;""
39953610000145;""
39998039000185;""
40013824000110;""
40022734000196;""
40036094000173;""
40055070000161;""
40081514000133;""
40088689000172;""
40095171000166;""
40095831000109;""
40097250000106;""
40113970000118;""
40126131000134;""
40165629000106;""
40186791000100;""
40210660000111;""
40211189000186;""
40224809000111;""
40254167000101;""
40266857000172;""
40276168000149;""
40298446000169;""
40300465000182;""
40374130000109;""
40398742000131;""
40400503000179;""
40409275000106;""
40436588000145;""
40463380000115;""
40512356000129;""
40513109000147;""
40519114000167;""
40520318000118;""
40562425000109;""
40625008000168;""
40633554001201;CINZA
40665179000110;""
40680846000134;""
40684794000174;""
40713180000173;""
40717863000107;""
40754014000115;""
40808120000134;""
40808227000182;""
40808896000154;""
40811730000197;""
40828920000117;""
40834151000160;""
40840295000129;""
40848250000109;""
40868000000122;""
40886867000100;""
40891776000163;""
40893878000118;""
40902864000113;""
40914943000144;""
40941345000164;""
40946792000106;""
40950945000199;""
40961442000119;""
40963416000120;""
41006946000142;""
41034640000108;""
41036811000120;""
41036979000135;""
41050163000166;""
41132207000105;""
41143542000109;""
41151943000100;""
41158690000199;""
41165553000181;""
41165676000112;""
41169961000101;""
41216999000198;""
41218571000184;""
41221457000103;""
41221628000102;""
41228408000100;""
41280653000159;""
41311156000170;""
41334936000136;""
41352417000109;""
41355446000116;""
41359005000192;""
41364216000113;""
41376460000104;""
41376983000142;""
41386043000134;""
41386925000108;""
41393622000104;""
41460522000153;""
41491029000109;""
41516687000108;""
41523546000104;""
41538702000100;""
41554662000190;""
41562647000194;""
41589343000110;""
41622217000110;""
41675437000102;""
41689451000165;""
41695978000100;""
41699549000101;""
41768185000166;CINZA
41795513000113;""
41826719000163;""
41836989000155;""
41860516000274;""
41873251000168;""
41880902000147;""
41907631000176;""
41908287000130;""
41923754000109;""
41924310000180;""
41939359000106;""
41959403000140;""
41993731000162;""
42009824000172;""
42059669000107;""
42063867000136;VERMELHO
42104335000108;""
42123655000105;""
42137792000190;""
42142690000163;""
42184226000725;VERDE
42250236000126;""
42273256000112;""
42273991000126;""
42305770000192;""
42329315000127;""
42343297000138;""
42359157000158;""
42385309000197;""
42387168000141;""
42403347000125;""
42430836000176;""
42452820000164;""
42483786000195;""
42495026000106;""
42496598000100;""
42516980000120;""
42520348000150;""
42522825000116;""
42551990000104;""
42564886000146;""
42565711000153;""
42632564000197;""
42638549000156;""
42667870000169;""
42734039000182;""
42773388000103;""
42788403000197;""
42795448000199;""
42824696000110;""
42836927000106;""
42877081000152;""
42909661000184;""
42937090000191;""
42938205000162;""
42941376000140;""
42953801000111;""
43054586000180;""
43073066000114;""
43087205000169;""
43089178000163;""
43092676000165;""
43093098000181;""
43093539000145;""
43142016000141;""
43167859000100;""
43187393000105;""
43200398000112;""
43214176000159;""
43219388000129;""
43225223000160;""
43241351000105;""
43288830000179;""
43296596000121;""
43297438000196;""
43319406000144;""
43335345000109;""
43339876000170;""
43351209000102;""
43395905000110;""
43413827000130;""
43434491000191;""
43450342000116;""
43466352000140;""
43468619000138;""
43474499000181;""
43535210000863;CINZA
43535248000160;""
43538422000128;""
43557904000125;""
43568239000175;""
43569671000180;""
43631101000173;""
43634772000198;""
43643439000145;""
43654758000156;""
43703439000193;""
43736058000100;""
43741756000102;""
43754762000196;""
43811824000154;""
43813296000172;""
43831002000135;""
43842448000165;""
43847180000154;""
43848950000183;""
43864582000167;""
43920427000110;""
43930332000188;""
43957570000187;CINZA
43970782000102;""
43988140000122;""
43991502000134;""
44003761000172;""
44009697000137;""
44026197000103;""
44026438000114;""
44029039000107;""
44040829000193;""
44074395000142;""
44112405000197;""
44133291000161;""
44141243000115;""
44153003000130;""
44175167000169;""
44230981000139;""
44237606000110;""
44282323000190;""
44294573000140;""
44297779000124;""
44310388000100;""
44313362000108;""
44319906000149;""
44345821000135;""
44372839000126;""
44384090000137;""
44391868000135;""
44426479000106;""
44430720000162;""
44443276000110;""
44447553000162;""
44448305000136;""
44471980000186;""
44487322000182;""
44509525000122;""
44524053000187;""
44530001000113;""
44532932000150;""
44547021000105;""
44553702000178;""
44588651000110;""
44597535000167;""
44602982000167;""
44615135000137;""
44616526000176;""
44625641000107;""
44636388000197;""
44649812031955;""
44667260000190;""
44716258000164;""
44721516000109;""
44734977000108;""
44904787000191;CINZA
44910472000157;""
44914684000102;""
44925347000110;""
44938391000165;""
44949237000199;""
44949944000185;""
44951587000190;""
44951769000160;""
44960513000110;""
44989742000167;""
45004479000172;""
45014898000195;""
45059520000108;""
45078669000134;""
45116960000150;""
45140848000154;""
45153783000181;""
45154166000109;""
45181660000154;""
45214382000194;""
45218582000115;""
45218999000188;""
45221102000175;""
45236791007366;CINZA
45242914000105;VERMELHO
45258328000140;""
45300033000195;""
45308408000163;""
45339428000100;""
45345457000176;""
45346513000197;""
45359257000172;""
45426666000144;""
45453214000151;VERDE
45459242000186;""
45468274000148;""
45484111000159;""
45548387000153;""
45559752000125;""
45585868000139;""
45594787000103;""
45613244000188;""
45623355000175;""
45652584000118;""
45658190000177;""
45666916000113;""
45672255000139;""
45680610000111;""
45704812000156;""
45708220000102;""
45736131007344;""
45782581000107;""
45818013000100;""
45828683000108;""
45844476000147;""
45848904000100;""
45859181000144;""
45865442000139;""
45899764000107;""
45948630000120;""
45953977000161;""
46013144000183;""
46023682000159;""
46025406000120;""
46035935000104;""
46047722000100;""
46055632000153;""
46064388000195;""
46092699000168;""
46111380000132;""
46114613000150;""
46154853000189;""
46175242000117;""
46201667000153;""
46207420000144;""
46215754000160;""
46236872000154;""
46257801000138;""
46271427000125;""
46278807000191;""
46321551000158;""
46326398000151;""
46345330000110;""
46350466000118;""
46351230000104;""
46358235000150;""
46359102000107;""
46372038000196;""
46391845000156;""
46465874000115;""
46492544000119;""
46551715000133;""
46590566000111;""
46591266000157;""
46591685000199;""
46605587000163;""
46605590000187;""
46632254000123;""
46637824000178;""
46648008000160;""
46657670000186;""
46659738000166;""
46661828000191;""
46666920000144;""
46708080000135;""
46765646000160;""
46776913000103;""
46782787000191;""
46810969000129;""
46819882000112;""
46869719000164;""
46870849000117;""
46889451000122;""
46909781000132;""
46929702000155;""
46959118000142;""
46967490000109;""
46968618000140;""
46981902000157;""
47017993000178;""
47021875000133;""
47027519000127;""
47039396000144;""
47044939000111;""
47047159000125;""
47048381000142;""
47058666000164;""
47093320000105;""
47125411000177;""
47196312000186;""
47201929000142;""
47211956000104;""
47218751000142;""
47222932000142;""
47267295000120;""
47273113000124;""
47288479000177;""
47304624000166;""
47346996000155;""
47348350000107;""
47351308000145;""
47355528000147;""
47375757000123;""
47383037000100;""
47391112000184;""
47397346000139;""
47399489000180;""
47406385000155;""
47406834000165;""
47423416000186;""
47432710000154;""
47440780000154;""
47447819000165;""
47451192000116;""
47454696000190;""
47463259000132;""
47482749000186;""
47514729000140;""
47605782000156;""
47612092000124;""
47624292000105;""
47705032000156;""
47764391000184;""
47776150000155;""
47778263000190;""
47793648000126;""
47805571000167;""
47843340000148;""
47860394000111;""
47864794000103;""
47865319000143;""
47868676000165;""
47879674000171;""
47897698000153;""
47917676000108;""
47919429000140;""
47926671000141;""
47930400000160;""
47931478000107;""
47986142000133;""
47998969000167;""
48002622000185;""
48011679000140;""
48025834000188;""
48035520000166;""
48036787000178;""
48074554000160;""
48081498000190;""
48094849000106;""
48119982000161;""
48124533000101;""
48153054000113;""
48195662000190;""
48201019000122;""
48205875000156;""
48207935000170;""
48216583000119;""
48237897000106;""
48241861000198;""
48245183000131;""
48260679000184;""
48275692000107;""
48296890000157;""
49669856000143;VERDE
49930514335587;CINZA
50802115000178;CINZA
51086080000180;VERMELHO
51218147000193;VERDE
51670032000135;CINZA
52466265000930;CINZA
54331541000121;VERDE
55942759000851;CINZA
56189020000298;CINZA
58915216000167;VERDE
59717553000102;AMARELA
59800359000196;VERMELHO
60320074000137;CINZA
60398369000479;CINZA
60447398000130;VERDE
60651809000105;VERDE
60701190200456;CINZA
60746948780371;CINZA
60770336000165;AMARELA
60851615000153;VERMELHO
60884319000159;VERMELHO
60933603000178;VERMELHO
61022042000118;VERMELHO
61024352000171;VERMELHO
61145702000158;VERMELHO
61186680000174;CINZA
61327904003802;CINZA
61351532000168;VERMELHO
61409892000173;AMARELA
61412110005971;VERDE
61584140000149;CINZA
61856571000117;AMARELA
62048111000125;CINZA
62350566000605;CINZA
62548367000100;CINZA
66520933000118;CINZA
66970229029653;""
67188557000179;VERMELHO
68696970000107;CINZA
69210789000101;VERDE
69978526000147;CINZA
71476527000135;VERMELHO
72169550000140;CINZA
73053860000167;VERMELHO
73719262000184;CINZA
73961476000162;CINZA
75315333000109;VERMELHO
77166502000200;CINZA
77620599000190;VERDE
82640558000104;VERDE
83665802000148;CINZA
83668152000194;VERDE
84703768000111;VERDE
84893668000103;CINZA
86550951000150;CINZA
87762563000103;CINZA
88255013000152;VERDE
88400114000170;CINZA
88486436000183;CINZA
88611645000101;CINZA
89181895000111;CINZA
90170077000100;CINZA
90875071000392;CINZA
91669747000192;VERDE
92604420000103;VERMELHO
92660570000126;VERDE
92665611000177;VERMELHO
93212173000235;CINZA
94003340000110;CINZA
95272712000176;VERDE
95878674000108;CINZA
97072904000326;CINZA
97150437000143;VERDE
97155220000126;CINZA
97456727000110;CINZA
97541843000137;VERDE
97547125000178;CINZA
00004504000180;VERDE
00033241000722;CINZA
00056096000100;VERDE
00066180000104;VERDE
00093866000194;CINZA
00273948000110;VERDE
00530495000160;CINZA
00589405000107;VERDE
00776574000156;AMARELA
00819201002673;VERDE
00826151000101;VERDE
00838593000240;VERMELHO
00878183000142;VERDE
00954224000485;CINZA
00979950000371;CINZA
01039263000177;CINZA
01070676000203;CINZA
01100261000146;VERDE
01121280000159;CINZA
01326143000150;CINZA
01396010000150;CINZA
01487227000338;""
01512104016060;CINZA
01574452000140;CINZA
01664948000104;CINZA
01674592000190;VERDE
01693297000180;VERMELHO
01735214000179;VERDE
01786822000102;CINZA
01824394000165;CINZA
01841144000133;VERDE
01892052000182;CINZA
01938783000111;VERDE
01941170000133;CINZA
01968272000142;CINZA
01985856000126;CINZA
02032075000180;CINZA
02197396000134;CINZA
02351877000152;AMARELA
02429144000193;VERMELHO
02474103000119;CINZA
02495310000230;CINZA
02549426000124;CINZA
02604860000160;CINZA
02695525000114;CINZA
02700264000183;VERDE
02775007000372;CINZA
02899517000190;CINZA
02991150000130;VERDE
03002339001782;VERDE
03084097000156;CINZA
03111417000110;VERDE
03150874000113;VERDE
03266398000109;CINZA
03301908000123;VERMELHO
03394828000160;CINZA
03495755000100;VERMELHO
03528489002887;""
03542142000179;CINZA
03559607000102;CINZA
03583047000113;VERMELHO
03640467003452;AMARELA
03686822000166;CINZA
03798328000355;""
03802115000198;VERDE
03953768000178;CINZA
03956285000127;VERDE
03961654000170;CINZA
03967194000197;CINZA
04023725000156;VERDE
04025085000113;CINZA
04148558000170;CINZA
04192926000187;CINZA
04209282000192;VERMELHO
04210962000126;CINZA
04240771000107;CINZA
04240787000110;CINZA
04270139000297;CINZA
04343312000159;VERDE
04360230000112;VERDE
04504371000161;CINZA
04547696000121;VERDE
04685215000144;VERDE
04686827000313;VERDE
04752991000110;CINZA
04779059000180;VERDE
04875411000181;VERDE
04899316004610;VERDE
04914331000198;VERDE
04930966000189;CINZA
04940618000192;CINZA
04972973000143;CINZA
05092901002541;""
05132108000151;VERDE
05245656000198;VERMELHO
05438709000197;CINZA
05571228000740;CINZA
05600012000502;CINZA
05626900000162;CINZA
05644936000179;VERDE
05672031000102;CINZA
05692980000154;CINZA
05745227000180;CINZA
05782171000133;CINZA
05812089000104;CINZA
05917486000140;VERDE
05972103000218;CINZA
05974846000146;CINZA
05996122001094;CINZA
06006254000101;CINZA
06047087011505;CINZA
06102876000125;VERMELHO
06113432000195;CINZA
06164973000142;CINZA
06218464000155;VERDE
06243193000198;CINZA
06262673000104;VERMELHO
06537440000169;CINZA
06611271000160;CINZA
06890547000196;CINZA
06921977000209;CINZA
06948969000175;CINZA
07070132000139;VERMELHO
07093463000194;CINZA
07095925000102;CINZA
07128239000190;VERDE
07154607000175;VERMELHO
07163862000184;CINZA
07246889000130;CINZA
07256065000141;VERDE
07333481000104;CINZA
07391379000157;VERDE
07404815000185;VERMELHO
07416658000128;CINZA
07423746000157;VERDE
07467331000185;VERMELHO
07484813000143;VERMELHO
07607357000181;CINZA
07690884000100;VERDE
07718269000157;CINZA
07744457000150;CINZA
07781671000186;CINZA
07939455000116;VERDE
07948085000698;CINZA
07955496000287;CINZA
07963542000109;CINZA
07963768000100;CINZA
07974420000118;CINZA
07974423000666;CINZA
08005450000189;CINZA
08013471000146;CINZA
08022103000164;CINZA
08031744000851;""
08053951000130;VERDE
08066704000330;CINZA
08084696000193;VERDE
08098937000404;CINZA
08102090000567;CINZA
08228195000133;VERMELHO
08295720000133;CINZA
08303205000158;CINZA
08312789000128;CINZA
08343492036400;CINZA
08360774000135;CINZA
08364666000130;CINZA
08383235000111;CINZA
08393113000106;CINZA
08453366000128;CINZA
08463029000383;CINZA
08478087002324;CINZA
08504291000167;CINZA
08511168000173;CINZA
08534605000174;CINZA
08540149000175;CINZA
08552760000385;CINZA
08569612000101;CINZA
08590011000857;CINZA
08613550000198;VERDE
08665163000103;CINZA
08687815000100;CINZA
08778841000136;VERDE
08795211000170;VERDE
08796574000120;CINZA
08811643000127;CINZA
08816801000131;CINZA
08876124000147;CINZA
08989255000130;CINZA
09093910047447;""
09132432003308;CINZA
09215529000105;CINZA
09251176000190;CINZA
09262216000108;VERDE
09268992000107;CINZA
09280420000143;VERDE
09282665000100;CINZA
09289628000123;CINZA
09416085000168;CINZA
09416571000186;CINZA
09450795000104;CINZA
09451636000124;CINZA
09534139000190;CINZA
09592727000180;CINZA
09593312000120;CINZA
09616647000117;CINZA
10233885000122;CINZA
10249713000147;CINZA
10283108000516;""
10307251000177;CINZA
10371101000475;CINZA
10376011000124;CINZA
10407011000225;CINZA
10518949000131;VERMELHO
10557002000210;CINZA
10662072001049;CINZA
10704531000119;CINZA
10739356000103;CINZA
10741639000181;CINZA
10744239000120;CINZA
10755446000180;VERMELHO
10760260000119;AMARELA
10768183000143;VERDE
10782231000158;VERDE
10801147000215;CINZA
10807374000177;VERDE
10833111000132;CINZA
10857720000121;VERDE
10938117000174;VERDE
10945789000107;CINZA
10949948000141;CINZA
10954040000126;AMARELA
10982534000114;CINZA
10991660000135;CINZA
11133736000154;CINZA
11192161000140;VERDE
11205437000188;CINZA
11216491000129;CINZA
11226975000159;CINZA
11234906000197;VERMELHO
11284506000196;CINZA
11301535000119;CINZA
11323844000190;CINZA
11334909000100;CINZA
11428032000109;CINZA
11449288000100;CINZA
11453849000137;CINZA
11508408000195;VERDE
11543503000120;CINZA
11559108000135;CINZA
11584494000115;CINZA
11633621000129;VERMELHO
11646370000117;VERDE
11707815000121;CINZA
11723668000183;CINZA
11787535000170;VERDE
11824707000139;CINZA
11872063000154;CINZA
11990077000172;CINZA
12013254000123;CINZA
12037695000165;VERMELHO
12062779000159;VERMELHO
12104241000402;VERDE
12104291000147;CINZA
12257152000153;CINZA
12300862000119;CINZA
12330560000193;VERDE
12372478000121;CINZA
12431074000161;CINZA
12543002000106;CINZA
12543417000180;CINZA
12569654000110;CINZA
12619012000188;CINZA
12641523000104;CINZA
12644828000161;VERMELHO
12646327000114;CINZA
12725673000198;CINZA
12768961000120;CINZA
12899281000145;CINZA
12919041000165;CINZA
12953587000132;CINZA
12957633000171;CINZA
13003664000156;CINZA
13022312000148;CINZA
13046921000137;CINZA
13061096000140;CINZA
13147247000187;CINZA
13182672000107;VERDE
13239634000143;CINZA
13424026000109;CINZA
13438931000118;CINZA
13514415000125;CINZA
13537098000162;CINZA
13633511000192;VERMELHO
13741878000120;VERDE
13759394000108;VERDE
13782611000180;CINZA
13938803000133;CINZA
13998146000110;CINZA
14052963000143;CINZA
14101500000396;CINZA
14132966000430;""
14183804000188;CINZA
14200942000128;CINZA
14238883000187;CINZA
14288317000180;CINZA
14385797000105;CINZA
14466356000120;CINZA
14512257000137;CINZA
14623426000106;CINZA
14631831000176;CINZA
14675432000107;CINZA
14685783000107;CINZA
14737513000194;VERMELHO
14781230000140;CINZA
14808888000106;CINZA
14862864000127;CINZA
14879820000100;CINZA
14924820000184;CINZA
14948653000101;CINZA
14971174000106;VERDE
15056376000195;CINZA
15064404000116;CINZA
15067910000169;CINZA
15078069000105;CINZA
15141799000103;VERDE
15184078000180;CINZA
15225370000102;CINZA
15251154000123;VERDE
15287248000152;CINZA
15287325000174;CINZA
15367424000166;CINZA
15415940000119;CINZA
15429395000110;CINZA
15431666000171;CINZA
15522144000185;CINZA
15527535000192;CINZA
15527906000136;CINZA
15556774000170;CINZA
15559145000102;VERDE
15583681000135;CINZA
15659395000106;VERDE
15688509000146;CINZA
15699072000146;CINZA
15701559000116;CINZA
15727061000122;CINZA
15734046000101;CINZA
15770462000165;CINZA
15785724000165;CINZA
15799916000120;CINZA
15844080000139;CINZA
16102854000119;CINZA
16404287031620;CINZA
16525367000169;CINZA
16620688000142;VERDE
16675820000113;CINZA
16705855000158;CINZA
16761789000133;CINZA
16814320000115;CINZA
16820150000181;VERDE
16856068000107;CINZA
16876067000124;CINZA
16893838000191;CINZA
16930630000103;CINZA
